n,M_total,omega,phase,Δω²
642,1.6725731066e-27,3.48832736861e+15,2.24085097003e+18,1.709414658668116e+25
643,1.67257545622e-27,3.48832491842e+15,2.24433929495e+18,1.0514006838083829e+25
644,1.6725769014e-27,3.48832341139e+15,2.24782761836e+18,3.7545236965911913e+24
645,1.67257741746e-27,3.48832287323e+15,2.25131594124e+18,4.695162983911939e+24
646,1.6725767721e-27,3.48832354622e+15,2.25480426478e+18,7.364929125311768e+24
647,1.67257575978e-27,3.48832460187e+15,2.25829258938e+18,1.4546913755327933e+25
648,1.67257376027e-27,3.48832668696e+15,2.26178091607e+18,1.2996872973473485e+25
649,1.67257197383e-27,3.48832854986e+15,2.26526924462e+18,3.5558862807148454e+24
650,1.67257148506e-27,3.48832905955e+15,2.26875757368e+18,3.6994834433261235e+24
651,1.67257199356e-27,3.48832852928e+15,2.27224590221e+18,8.426997752507156e+24
652,1.67257315187e-27,3.4883273214e+15,2.27573422953e+18,1.1584955597892965e+25
653,1.67257474425e-27,3.48832566087e+15,2.27922255519e+18,1.4862339423216735e+25
654,1.67257678711e-27,3.48832353057e+15,2.28271087872e+18,3.8732439286718756e+24
655,1.6725773195e-27,3.48832297539e+15,2.2861992017e+18,2.4996659771203503e+24
656,1.67257697591e-27,3.48832333369e+15,2.28968752503e+18,9.764029478606807e+24
657,1.67257563382e-27,3.48832473322e+15,2.29317584976e+18,9.244203529593171e+24
658,1.67257436319e-27,3.48832605824e+15,2.29666417582e+18,1.5425175617255318e+25
659,1.67257224297e-27,3.48832826921e+15,2.30015250409e+18,4.915048350306551e+24
660,1.67257156738e-27,3.4883289737e+15,2.30364083307e+18,1.4087910886126514e+24
661,1.67257176102e-27,3.48832877178e+15,2.30712916184e+18,1.0621824728206538e+25
662,1.67257322101e-27,3.48832724929e+15,2.31061748909e+18,8.269969572037973e+24
663,1.67257435774e-27,3.48832606392e+15,2.31410581515e+18,1.448782451356839e+25
664,1.67257634912e-27,3.4883239873e+15,2.31759413914e+18,6.565732069889824e+24
665,1.6725772516e-27,3.4883230462e+15,2.32108246218e+18,6.117152581354443e+23
666,1.67257716752e-27,3.48832313388e+15,2.32457078532e+18,1.0515269233955652e+25
667,1.67257572217e-27,3.48832464109e+15,2.32805910996e+18,8.841860839284878e+24
668,1.67257450683e-27,3.48832590844e+15,2.33154743587e+18,1.242975467409562e+25
669,1.67257279834e-27,3.48832769006e+15,2.33503576356e+18,8.400282444809486e+24
670,1.67257164371e-27,3.48832889412e+15,2.33852409245e+18,8.874499312800144e+22
671,1.6725716559e-27,3.4883288814e+15,2.34201242133e+18,9.38703907878343e+24
672,1.67257294617e-27,3.4883275359e+15,2.34550074887e+18,1.053220737820869e+25
673,1.67257439384e-27,3.48832602627e+15,2.3489890749e+18,1.0062850068548406e+25
674,1.672575777e-27,3.48832458391e+15,2.35247739948e+18,9.844183674822651e+24
675,1.67257713011e-27,3.48832317289e+15,2.35596572265e+18,3.451483765322298e+23
676,1.67257717755e-27,3.48832312342e+15,2.35945404578e+18,7.577214485538245e+24
677,1.67257613604e-27,3.4883242095e+15,2.36294236999e+18,1.2503047748137324e+25
678,1.67257441747e-27,3.48832600163e+15,2.36643069599e+18,8.312100563133439e+24
679,1.67257327496e-27,3.48832719304e+15,2.36991902318e+18,1.0417046706425168e+25
680,1.67257184312e-27,3.48832868617e+15,2.37340735187e+18,9.139520873245752e+23
681,1.67257171749e-27,3.48832881717e+15,2.37689568068e+18,5.638595010974806e+24
682,1.67257249253e-27,3.48832800896e+15,2.38038400869e+18,1.3853050472140832e+25
683,1.67257439665e-27,3.48832602333e+15,2.38387233472e+18,7.849191692263678e+24
684,1.67257547554e-27,3.48832489827e+15,2.38736065961e+18,9.952289552418996e+24
685,1.67257684351e-27,3.48832347175e+15,2.39084898309e+18,1.737944392638245e+24
686,1.67257708239e-27,3.48832322265e+15,2.39433730631e+18,4.08772287386374e+24
687,1.67257652053e-27,3.48832380856e+15,2.39782563012e+18,1.3968563676860371e+25
688,1.67257460051e-27,3.48832581075e+15,2.40131395593e+18,8.828574165031869e+24
689,1.67257338701e-27,3.48832707619e+15,2.404802283e+18,8.695385476073727e+24
690,1.67257219181e-27,3.48832832255e+15,2.40829061133e+18,2.7510604407441936e+24
691,1.67257181368e-27,3.48832871687e+15,2.41177894004e+18,3.204029363797519e+24
692,1.67257225407e-27,3.48832825762e+15,2.4152672683e+18,1.2741478751835496e+25
693,1.67257400541e-27,3.48832643132e+15,2.41875559473e+18,1.083098078039091e+25
694,1.67257549416e-27,3.48832487886e+15,2.42224391961e+18,7.227683118635896e+24
695,1.67257648762e-27,3.48832384288e+15,2.42573224345e+18,3.7222551365396786e+24
696,1.67257699925e-27,3.48832330935e+15,2.42922056676e+18,2.9534485789702595e+24
697,1.67257659329e-27,3.48832373268e+15,2.4327088905e+18,1.0574664133768946e+25
698,1.67257513978e-27,3.4883252484e+15,2.43619721574e+18,1.3035743965575055e+25
699,1.67257334799e-27,3.48832711688e+15,2.43968554286e+18,6.24245322320083e+24
700,1.67257248995e-27,3.48832801165e+15,2.44317387087e+18,4.372329610354371e+24
701,1.67257188897e-27,3.48832863835e+15,2.44666219951e+18,3.0552214334156066e+24
702,1.67257230891e-27,3.48832820043e+15,2.45015052771e+18,8.188753508849183e+24
703,1.67257343447e-27,3.4883270267e+15,2.45363885474e+18,1.4549141778202816e+25
704,1.67257543428e-27,3.48832494129e+15,2.45712717968e+18,6.260798998689313e+24
705,1.67257629485e-27,3.4883240439e+15,2.46061550372e+18,4.5275981599212735e+24
706,1.67257691717e-27,3.48832339494e+15,2.46410382712e+18,3.1441102779196434e+24
707,1.67257648501e-27,3.4883238456e+15,2.46759215096e+18,6.318674469065229e+24
708,1.67257561649e-27,3.48832475129e+15,2.47108047572e+18,1.4755258389495412e+25
709,1.67257358835e-27,3.48832686623e+15,2.47456880258e+18,7.408191424011546e+24
710,1.67257257008e-27,3.48832792809e+15,2.47805713051e+18,4.233103628063627e+24
711,1.67257198823e-27,3.48832853484e+15,2.48154545904e+18,2.9458748444067606e+24
712,1.67257239315e-27,3.48832811259e+15,2.48503378716e+18,5.430259896122366e+24
713,1.67257313955e-27,3.48832733425e+15,2.48852211449e+18,1.3548768293758723e+25
714,1.67257500185e-27,3.48832539223e+15,2.49201043988e+18,9.346829212841333e+24
715,1.6725762866e-27,3.4883240525e+15,2.49549876394e+18,3.763119454071093e+24
716,1.67257680385e-27,3.48832351311e+15,2.49898708745e+18,2.384741890776535e+24
717,1.67257647606e-27,3.48832385493e+15,2.5024754113e+18,5.565985031778708e+24
718,1.672575711e-27,3.48832465273e+15,2.50596373596e+18,1.1360331919756814e+25
719,1.6725741495e-27,3.48832628107e+15,2.50945206224e+18,1.139838556736157e+25
720,1.67257258277e-27,3.48832791486e+15,2.51294039015e+18,3.5169922697548667e+24
721,1.67257209935e-27,3.48832841897e+15,2.51642871857e+18,1.5826859609984583e+24
722,1.67257231689e-27,3.48832819211e+15,2.51991704676e+18,6.371898819743021e+24
723,1.67257319272e-27,3.4883272788e+15,2.52340537404e+18,8.971023323466706e+24
724,1.67257442581e-27,3.48832599293e+15,2.52689370004e+18,1.2809394705410092e+25
725,1.67257618649e-27,3.48832415689e+15,2.53038202419e+18,3.8412227855075334e+24
726,1.67257671447e-27,3.48832360631e+15,2.5338703478e+18,7.626405218411425e+23
727,1.67257660965e-27,3.48832371562e+15,2.53735867151e+18,7.277520582360534e+24
728,1.67257560933e-27,3.48832475875e+15,2.54084699627e+18,7.196175811065206e+24
729,1.6725746202e-27,3.48832579022e+15,2.54433532206e+18,1.3053768638272788e+25
730,1.67257282594e-27,3.48832766128e+15,2.54782364972e+18,4.858975028108114e+24
731,1.67257215806e-27,3.48832835774e+15,2.55131197808e+18,1.1353132395886513e+23
732,1.67257217367e-27,3.48832834147e+15,2.55480030642e+18,7.743531194021574e+24
733,1.67257323803e-27,3.48832723155e+15,2.55828863366e+18,6.569375118004334e+24
734,1.672574141e-27,3.48832628993e+15,2.56177695995e+18,1.2046996720277362e+25
735,1.67257579689e-27,3.48832456317e+15,2.56526528451e+18,6.387104706825948e+24
736,1.67257667481e-27,3.48832364767e+15,2.56875360816e+18,3.125008984304504e+23
737,1.67257671777e-27,3.48832360288e+15,2.57224193176e+18,7.469300603900039e+24
738,1.67257569109e-27,3.48832467349e+15,2.57573025643e+18,7.150791050655271e+24
739,1.6725747082e-27,3.48832569845e+15,2.57921858213e+18,1.018489066174623e+25
740,1.67257330827e-27,3.48832715831e+15,2.58270690929e+18,7.986945382441331e+24
741,1.67257221045e-27,3.48832830312e+15,2.58619523759e+18,6.200137627867596e+23
742,1.67257212523e-27,3.48832839199e+15,2.58968356598e+18,6.481563480960727e+24
743,1.67257301613e-27,3.48832746295e+15,2.59317189345e+18,8.530410078891882e+24
744,1.67257418865e-27,3.48832624024e+15,2.59666021969e+18,8.188702471024131e+24
745,1.6725753142e-27,3.48832506651e+15,2.60014854475e+18,9.133793871275291e+24
746,1.67257656967e-27,3.48832375732e+15,2.60363686851e+18,1.0011791743628373e+24
747,1.67257670728e-27,3.48832361381e+15,2.60712519213e+18,5.079129564020379e+24
748,1.67257600914e-27,3.48832434183e+15,2.61061351647e+18,1.0014218724335609e+25
749,1.67257463267e-27,3.48832577722e+15,2.61410184224e+18,6.820185262826804e+24
750,1.67257369522e-27,3.48832675479e+15,2.617590169e+18,9.438176646318673e+24
751,1.67257239792e-27,3.48832810762e+15,2.62107849711e+18,1.6166578954176779e+24
752,1.67257217571e-27,3.48832833934e+15,2.62456682545e+18,3.6742163067688825e+24
753,1.67257268074e-27,3.4883278127e+15,2.62805515326e+18,1.091048480005752e+25
754,1.6725741804e-27,3.48832624884e+15,2.63154347951e+18,6.581270817957358e+24
755,1.67257508501e-27,3.48832530551e+15,2.63503180481e+18,8.822313040832532e+24
756,1.67257629766e-27,3.48832404096e+15,2.63852012885e+18,2.4901502993015e+24
757,1.67257663994e-27,3.48832368404e+15,2.64200845254e+18,2.607263272797408e+24
758,1.67257628156e-27,3.48832405775e+15,2.6454967766e+18,1.0796217029159976e+25
759,1.6725747976e-27,3.48832560523e+15,2.6489851022e+18,7.519881958177046e+24
760,1.67257376398e-27,3.48832668309e+15,2.65247342888e+18,7.573921975763277e+24
761,1.67257272293e-27,3.4883277687e+15,2.65596175665e+18,3.473809002058676e+24
762,1.67257224544e-27,3.48832826662e+15,2.65945008492e+18,2.0182821566597632e+24
763,1.67257252286e-27,3.48832797733e+15,2.6629384129e+18,9.660846159040524e+24
764,1.67257385076e-27,3.48832659259e+15,2.66642673949e+18,9.21819718886212e+24
765,1.67257511782e-27,3.4883252713e+15,2.66991506476e+18,6.246318857218296e+24
766,1.67257597639e-27,3.48832437598e+15,2.67340338914e+18,4.3057860829277163e+24
767,1.67257656823e-27,3.48832375881e+15,2.6768917129e+18,1.8222123248649742e+24
768,1.67257631777e-27,3.48832402e+15,2.68038003692e+18,7.877383002901469e+24
769,1.672575235e-27,3.4883251491e+15,2.68386836206e+18,1.096543326345373e+25
770,1.67257372778e-27,3.48832672084e+15,2.68735668879e+18,5.442488982861804e+24
771,1.6725729797e-27,3.48832750094e+15,2.69084501629e+18,4.7360592253824353e+24
772,1.67257232872e-27,3.48832817978e+15,2.69433334447e+18,1.7871086828686075e+24
773,1.67257257436e-27,3.48832792363e+15,2.69782167239e+18,6.026466217667449e+24
774,1.67257340271e-27,3.48832705982e+15,2.70130999945e+18,1.204236660925985e+25
775,1.67257505796e-27,3.48832533373e+15,2.70479832478e+18,5.56888170703131e+24
776,1.67257582341e-27,3.48832453551e+15,2.70828664932e+18,4.659921871542259e+24
777,1.67257646393e-27,3.48832386758e+15,2.71177497319e+18,1.6667429454967246e+24
778,1.67257623483e-27,3.48832410648e+15,2.71526329729e+18,4.6531064733399444e+24
779,1.67257559525e-27,3.48832477343e+15,2.71875162207e+18,1.200169912686474e+25
780,1.67257394559e-27,3.4883264937e+15,2.72223994856e+18,6.662651117917796e+24
781,1.6725730298e-27,3.48832744869e+15,2.72572827601e+18,4.1933474167316664e+24
782,1.67257245342e-27,3.48832804975e+15,2.72921660406e+18,1.3206151843882206e+24
783,1.67257263494e-27,3.48832786046e+15,2.73270493192e+18,4.059958487104206e+24
784,1.67257319299e-27,3.48832727852e+15,2.7361932592e+18,1.08330399292287e+25
785,1.67257468201e-27,3.48832572577e+15,2.73968158492e+18,8.365523835858502e+24
786,1.67257583187e-27,3.48832452669e+15,2.74316990945e+18,3.647130412493806e+24
787,1.67257633318e-27,3.48832400393e+15,2.74665823345e+18,7.656580028250688e+23
788,1.67257622793e-27,3.48832411368e+15,2.75014655757e+18,4.215381269054119e+24
789,1.67257564852e-27,3.48832471789e+15,2.75363488229e+18,8.950558855389911e+24
790,1.67257441825e-27,3.48832600082e+15,2.75712320829e+18,1.0059340663131709e+25
791,1.67257303557e-27,3.48832744268e+15,2.76061153573e+18,3.4050282351573063e+24
792,1.67257256754e-27,3.48832793074e+15,2.76409986366e+18,1.4204085552047893e+23
793,1.67257258707e-27,3.48832791038e+15,2.76758819157e+18,4.803791129823986e+24
794,1.67257324736e-27,3.48832722182e+15,2.77107651879e+18,7.015081973875537e+24
795,1.67257421159e-27,3.48832621632e+15,2.77456484501e+18,1.1109413442675447e+25
796,1.67257573861e-27,3.48832462395e+15,2.77805316963e+18,3.7548833917696e+24
797,1.67257625472e-27,3.48832408574e+15,2.78154149372e+18,3.824319141380038e+23
798,1.67257630729e-27,3.48832403092e+15,2.78502981775e+18,5.38334733703716e+24
799,1.67257556734e-27,3.48832480255e+15,2.78851814255e+18,5.667196746959704e+24
800,1.67257478837e-27,3.48832561486e+15,2.79200646817e+18,1.1118225754340542e+25
801,1.67257326014e-27,3.48832720849e+15,2.79549479537e+18,4.7485975500988675e+24
802,1.67257260744e-27,3.48832788913e+15,2.79898312326e+18,7.156791626756167e+23
803,1.67257250907e-27,3.48832799171e+15,2.80247145126e+18,5.576898141581271e+24
804,1.67257327562e-27,3.48832719235e+15,2.80595977845e+18,5.281545936732335e+24
805,1.67257400158e-27,3.48832643531e+15,2.80944810488e+18,1.0085180013430548e+25
806,1.67257538781e-27,3.48832498975e+15,2.81293642987e+18,6.156187131012394e+24
807,1.672576234e-27,3.48832410735e+15,2.81642475398e+18,8.979609268967546e+23
808,1.67257635742e-27,3.48832397864e+15,2.81991307796e+18,5.213474699020818e+24
809,1.67257564082e-27,3.48832472592e+15,2.82340140268e+18,5.837745485335772e+24
810,1.67257483841e-27,3.48832556267e+15,2.82688972825e+18,8.40798462267038e+24
811,1.67257368271e-27,3.48832676783e+15,2.83037805502e+18,7.541854835962035e+24
812,1.67257264607e-27,3.48832784885e+15,2.83386638286e+18,1.082626732709402e+24
813,1.67257249726e-27,3.48832800403e+15,2.83735471087e+18,4.368166591444523e+24
814,1.67257309767e-27,3.48832737791e+15,2.84084303825e+18,6.953370376199679e+24
815,1.67257405343e-27,3.48832638125e+15,2.84433136463e+18,6.724542443141407e+24
816,1.67257497773e-27,3.48832541739e+15,2.84781969004e+18,8.43496814793193e+24
817,1.67257613714e-27,3.48832420836e+15,2.85130801425e+18,1.4509547106888658e+24
818,1.67257633657e-27,3.48832400039e+15,2.85479633825e+18,3.2942542416844153e+24
819,1.67257588377e-27,3.48832447257e+15,2.85828466273e+18,8.05602279834354e+24
820,1.67257477645e-27,3.48832562728e+15,2.86177298835e+18,5.660376367971702e+24
821,1.67257399842e-27,3.48832643861e+15,2.86526131479e+18,8.52751834588039e+24
822,1.6725728263e-27,3.48832766091e+15,2.86874964245e+18,2.1051802837553592e+24
823,1.67257253694e-27,3.48832796265e+15,2.87223797042e+18,2.2900885017777374e+24
824,1.67257285171e-27,3.4883276344e+15,2.87572629805e+18,8.618438558062669e+24
825,1.67257403633e-27,3.48832639908e+15,2.87921462445e+18,5.583621018747397e+24
826,1.67257480381e-27,3.48832559875e+15,2.88270295005e+18,7.812697478967857e+24
827,1.67257587769e-27,3.48832447891e+15,2.88619127453e+18,2.9954000257871787e+24
828,1.67257628941e-27,3.48832404957e+15,2.88967959858e+18,1.5650955278020047e+24
829,1.67257607429e-27,3.4883242739e+15,2.89316792285e+18,8.358563614857859e+24
830,1.67257492538e-27,3.48832547198e+15,2.89665624832e+18,6.465796978361762e+24
831,1.67257403664e-27,3.48832639875e+15,2.90014457472e+18,6.603736220108506e+24
832,1.67257312895e-27,3.4883273453e+15,2.90363290207e+18,3.921291415162047e+24
833,1.67257258996e-27,3.48832790736e+15,2.90712122997e+18,1.1647078048181736e+24
834,1.67257275005e-27,3.48832774042e+15,2.91060955771e+18,7.328564502773619e+24
835,1.67257375738e-27,3.48832668997e+15,2.9140978844e+18,7.902016082572943e+24
836,1.67257484352e-27,3.48832555734e+15,2.91758620996e+18,5.418974656482882e+24
837,1.67257558837e-27,3.48832478061e+15,2.92107453474e+18,4.612936478800004e+24
838,1.67257622243e-27,3.48832411941e+15,2.92456285886e+18,9.801917616186946e+23
839,1.6725760877e-27,3.48832425991e+15,2.92805118312e+18,5.864749300132849e+24
840,1.67257528158e-27,3.48832510053e+15,2.93153950822e+18,9.279058051333115e+24
841,1.67257400615e-27,3.48832643055e+15,2.93502783465e+18,4.777960359163315e+24
842,1.67257334941e-27,3.4883271154e+15,2.93851616177e+18,4.856986828560568e+24
843,1.67257268181e-27,3.48832781158e+15,2.94200448958e+18,8.292402641494307e+23
844,1.67257279579e-27,3.48832769272e+15,2.94549281727e+18,4.430588607808207e+24
845,1.67257340479e-27,3.48832705766e+15,2.94898114433e+18,1.0020612644300872e+25
846,1.67257478214e-27,3.48832562135e+15,2.95246946995e+18,4.990271647382402e+24
847,1.67257546806e-27,3.48832490607e+15,2.95595779486e+18,4.608853192366787e+24
848,1.67257610156e-27,3.48832424546e+15,2.9594461191e+18,5.6092142101855353e+23
849,1.67257602446e-27,3.48832432586e+15,2.96293444343e+18,3.4236698963060625e+24
850,1.67257555387e-27,3.48832481659e+15,2.96642276824e+18,9.80980852967601e+24
851,1.67257420549e-27,3.48832622268e+15,2.96991109447e+18,6.025308153031192e+24
852,1.6725733773e-27,3.48832708632e+15,2.97339942155e+18,4.036249785699501e+24
853,1.67257282251e-27,3.48832766486e+15,2.97688774922e+18,1.3169664638136616e+23
854,1.67257284061e-27,3.48832764598e+15,2.98037607686e+18,3.0284343946674863e+24
855,1.67257325688e-27,3.4883272119e+15,2.98386440408e+18,8.701781784080907e+24
856,1.67257445295e-27,3.48832596463e+15,2.98735273004e+18,7.517791042613358e+24
857,1.67257548629e-27,3.48832488706e+15,2.99084105493e+18,3.466842242064753e+24
858,1.67257596281e-27,3.48832439014e+15,2.99432937932e+18,3.831591502777365e+23
859,1.67257601548e-27,3.48832433522e+15,2.99781770365e+18,3.1690612312093784e+24
860,1.67257557989e-27,3.48832478946e+15,3.00130602844e+18,7.08557740991871e+24
861,1.67257460596e-27,3.48832580507e+15,3.00479435425e+18,8.909286751995969e+24
862,1.67257338136e-27,3.48832708209e+15,3.00828268133e+18,3.257667039182715e+24
863,1.67257293359e-27,3.48832754903e+15,3.01177100888e+18,8.439921453217572e+23
864,1.67257281758e-27,3.48832767e+15,3.01525933655e+18,3.5724714692922004e+24
865,1.67257330862e-27,3.48832715794e+15,3.01874766371e+18,5.517424580263901e+24
866,1.672574067e-27,3.4883263671e+15,3.02223599007e+18,9.668825726018326e+24
867,1.672575396e-27,3.48832498121e+15,3.02572431506e+18,3.639447246496871e+24
868,1.67257589625e-27,3.48832445955e+15,3.02921263952e+18,1.1354752630803225e+24
869,1.67257605233e-27,3.4883242968e+15,3.03270096381e+18,3.9035320249121143e+24
870,1.67257551578e-27,3.48832485631e+15,3.03618928867e+18,4.4968620564712125e+24
871,1.67257489767e-27,3.48832550087e+15,3.03967761417e+18,9.50387553679134e+24
872,1.67257359135e-27,3.48832686311e+15,3.04316594103e+18,4.6049450972568745e+24
873,1.67257295839e-27,3.48832752316e+15,3.04665426856e+18,1.241560258560914e+24
874,1.67257278773e-27,3.48832770112e+15,3.05014259626e+18,3.9092103313797965e+24
875,1.67257332506e-27,3.48832714079e+15,3.0536309234e+18,4.2778405929783777e+24
876,1.67257391306e-27,3.48832652763e+15,3.05711924992e+18,8.475721232540276e+24
877,1.67257507806e-27,3.48832531276e+15,3.06060757524e+18,5.893130082142787e+24
878,1.67257588809e-27,3.48832446807e+15,3.06409589971e+18,1.2661693695343376e+24
879,1.67257606213e-27,3.48832428658e+15,3.06758422399e+18,3.509639730177873e+24
880,1.67257557972e-27,3.48832478963e+15,3.07107254878e+18,4.7870496440561397e+24
881,1.67257492173e-27,3.48832547579e+15,3.07456087426e+18,6.973425886135291e+24
882,1.67257396322e-27,3.48832647533e+15,3.07804920073e+18,7.08240362311048e+24
883,1.67257298973e-27,3.48832749048e+15,3.08153752822e+18,1.3870717326499324e+24
884,1.67257279907e-27,3.4883276893e+15,3.08502585591e+18,2.8041847032939175e+24
885,1.67257318451e-27,3.48832728736e+15,3.0885141832e+18,5.675896235455455e+24
886,1.67257396467e-27,3.4883264738e+15,3.09200250967e+18,5.557608433054584e+24
887,1.67257472858e-27,3.4883256772e+15,3.09549083535e+18,7.757540495963717e+24
888,1.67257579487e-27,3.48832456527e+15,3.09897915992e+18,1.7639650652879656e+24
889,1.67257603733e-27,3.48832431244e+15,3.10246748423e+18,1.999334729261179e+24
890,1.67257576252e-27,3.48832459901e+15,3.10595580883e+18,6.476374227100245e+24
891,1.67257487232e-27,3.4883255273e+15,3.10944413436e+18,4.7384125486890564e+24
892,1.67257422102e-27,3.48832620649e+15,3.11293246056e+18,7.682992789706577e+24
893,1.67257316498e-27,3.48832730773e+15,3.11642078787e+18,2.4463628885498825e+24
894,1.67257282872e-27,3.48832765838e+15,3.11990911553e+18,1.3001538012177097e+24
895,1.67257300743e-27,3.48832747202e+15,3.123397443e+18,6.792260715143238e+24
896,1.67257394104e-27,3.48832649845e+15,3.1268857695e+18,4.7774666124607444e+24
897,1.67257459771e-27,3.48832581367e+15,3.13037409531e+18,6.908271939153416e+24
898,1.67257554727e-27,3.48832482347e+15,3.13386242014e+18,3.328555936525968e+24
899,1.67257600479e-27,3.48832434637e+15,3.13735074448e+18,8.179248938780317e+23
900,1.67257589236e-27,3.48832446361e+15,3.14083906895e+18,6.446317654379012e+24
901,1.6725750063e-27,3.4883253876e+15,3.14432739433e+18,5.592365916349285e+24
902,1.67257423762e-27,3.48832618918e+15,3.14781572052e+18,5.759320355511825e+24
903,1.67257344599e-27,3.48832701469e+15,3.15130404754e+18,4.1787503594060675e+24
904,1.67257287161e-27,3.48832761365e+15,3.15479237515e+18,5.350707824676687e+23
905,1.67257294516e-27,3.48832753696e+15,3.15828070269e+18,5.528875365174661e+24
906,1.67257370511e-27,3.48832674448e+15,3.16176902943e+18,6.799262855769209e+24
907,1.67257463968e-27,3.4883257699e+15,3.1652573552e+18,4.7150811985584753e+24
908,1.67257528778e-27,3.48832509407e+15,3.1687456803e+18,4.7339239799453814e+24
909,1.67257593847e-27,3.48832441553e+15,3.17223400471e+18,3.3726279315870414e+23
910,1.67257589211e-27,3.48832446387e+15,3.17572232918e+18,4.3357711790033477e+24
911,1.67257529615e-27,3.48832508534e+15,3.17921065426e+18,7.872563248314608e+24
912,1.67257421405e-27,3.48832621375e+15,3.18269898047e+18,4.218228345315062e+24
913,1.67257363425e-27,3.48832681837e+15,3.18618730729e+18,4.8206460527139455e+24
914,1.67257297164e-27,3.48832750934e+15,3.1896756348e+18,9.05119021691131e+22
915,1.67257298408e-27,3.48832749637e+15,3.1931639623e+18,3.231158152879176e+24
916,1.67257342821e-27,3.48832703323e+15,3.19665228933e+18,8.354612940388376e+24
917,1.67257457657e-27,3.48832583572e+15,3.20014061517e+18,4.4962889068228376e+24
918,1.67257519459e-27,3.48832519124e+15,3.20362894036e+18,4.4459737874748123e+24
919,1.6725758057e-27,3.48832455398e+15,3.20711726491e+18,2.7940781658661765e+23
920,1.67257584411e-27,3.48832451393e+15,3.21060558943e+18,2.4969030889746696e+24
921,1.6725755009e-27,3.48832487182e+15,3.2140939143e+18,8.030138451391879e+24
922,1.67257439714e-27,3.48832602283e+15,3.21758224032e+18,5.46728349502204e+24
923,1.67257364565e-27,3.48832680648e+15,3.22107056713e+18,3.8143235587916403e+24
924,1.67257312137e-27,3.48832735321e+15,3.22455889448e+18,7.461017442147282e+23
925,1.67257301881e-27,3.48832746015e+15,3.22804722194e+18,2.2319300078547423e+24
926,1.6725733256e-27,3.48832714024e+15,3.23153554908e+18,6.998070301668741e+24
927,1.67257428749e-27,3.48832613717e+15,3.23502387522e+18,6.769120006560549e+24
928,1.67257521792e-27,3.48832516691e+15,3.23851220039e+18,3.256182171395623e+24
929,1.67257566549e-27,3.48832470019e+15,3.24200052509e+18,1.2000383609925772e+24
930,1.67257583044e-27,3.48832452818e+15,3.24548884961e+18,2.3371477377773547e+24
931,1.6725755092e-27,3.48832486317e+15,3.24897717448e+18,5.616574169934549e+24
932,1.67257473719e-27,3.48832566823e+15,3.25246550015e+18,7.901999888286328e+24
933,1.67257365104e-27,3.48832680086e+15,3.25595382695e+18,3.095215756850576e+24
934,1.6725732256e-27,3.48832724452e+15,3.25944215419e+18,1.5139331224455048e+24
935,1.6725730175e-27,3.48832746152e+15,3.26293048165e+18,2.5835549503038997e+24
936,1.67257337262e-27,3.4883270912e+15,3.26641880874e+18,4.3498689807510986e+24
937,1.67257397052e-27,3.48832646771e+15,3.26990713521e+18,8.426125053452644e+24
938,1.6725751287e-27,3.48832525995e+15,3.27339546047e+18,3.508209869975475e+24
939,1.67257561092e-27,3.4883247571e+15,3.27688378523e+18,1.6210516520501124e+24
940,1.67257583373e-27,3.48832452475e+15,3.28037210975e+18,2.72530377927311e+24
941,1.67257545913e-27,3.48832491538e+15,3.28386043467e+18,3.5823247583765167e+24
942,1.67257496674e-27,3.48832542885e+15,3.2873487601e+18,8.135035516546203e+24
943,1.67257384856e-27,3.48832659489e+15,3.29083708669e+18,4.439466540553881e+24
944,1.67257323834e-27,3.48832723122e+15,3.29432541392e+18,1.5648386874839097e+24
945,1.67257302325e-27,3.48832745552e+15,3.29781374138e+18,2.604883690746511e+24
946,1.6725733813e-27,3.48832708215e+15,3.30130206846e+18,3.475974118206261e+24
947,1.67257385908e-27,3.48832658392e+15,3.30479039504e+18,7.134695597138991e+24
948,1.67257483976e-27,3.48832556126e+15,3.30827872061e+18,5.609323710799041e+24
949,1.67257561077e-27,3.48832475725e+15,3.31176704536e+18,1.4916569341513196e+24
950,1.6725758158e-27,3.48832454344e+15,3.31525536991e+18,2.205504940386758e+24
951,1.67257551265e-27,3.48832485957e+15,3.31874369477e+18,3.9247721882805334e+24
952,1.67257497318e-27,3.48832542213e+15,3.32223202019e+18,5.797727946268233e+24
953,1.67257417627e-27,3.48832625315e+15,3.32572034644e+18,6.618264902043651e+24
954,1.67257326658e-27,3.48832720178e+15,3.32920867364e+18,1.5868676583636767e+24
955,1.67257304846e-27,3.48832742923e+15,3.33269700107e+18,1.63428423448056e+24
956,1.6725732731e-27,3.48832719498e+15,3.33618532827e+18,4.617667680199793e+24
957,1.67257390781e-27,3.48832653311e+15,3.3396736548e+18,4.612855422632554e+24
958,1.67257454185e-27,3.48832587192e+15,3.34316198067e+18,7.105963220189722e+24
959,1.67257551858e-27,3.48832485339e+15,3.34665030553e+18,1.9825761927828324e+24
960,1.67257579109e-27,3.48832456921e+15,3.3501386301e+18,1.0516082501761971e+24
961,1.67257564655e-27,3.48832471995e+15,3.35362695482e+18,5.177075371879133e+24
962,1.67257493495e-27,3.488325462e+15,3.35711528028e+18,3.9916602954853184e+24
963,1.67257438628e-27,3.48832603415e+15,3.36060360631e+18,6.900789940477628e+24
